Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION INSTYBID,INSTITUCIONES,INSTIT CORPORATIVO,INSTITUCIONES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,0,0
REGION INSTYBID,INSTITUCIONES,EJECUTIVO INSTIT N4,INSTITUCIONES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,48,48,68,146,63,327,214
REGION INSTYBID,INSTITUCIONES,EJECUTIVO INSTIT N3,INSTITUCIONES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,195,195,269,457,434,2982,1349
REGION INSTYBID,INSTITUCIONES,EJECUTIVO INSTIT N2,INSTITUCIONES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,316,316,15849,369,250,3581,1981
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,147,147,214,141,170,672,571
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2,2,5,3,3,43,5
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,6,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,23,23,0,0,113,0,269
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1237,1237,1515,1466,1587,6978,6107
REGION MODERNO,CUENTAS CLAVES,LA LEnA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,778,778,1219,884,753,4543,3245
REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,2,35,2
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,24,0,0,0,13
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,0,16
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,0,0,0,0,-5
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1600,1600,705,988,929,4885,4443
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,409,409,146,505,616,3258,2370
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,28,28,50,33,14,207,127
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,752,752,932,469,628,1507,1988
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,67,18,98,134,66,508,323
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,637,637,590,1190,926,3159,2902
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1118,1170,1042,1427,1064,3739,3915
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,55,52,120,74,69,1304,258
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,83,83,78,89,90,408,306
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1179,1179,1614,2588,6520,6313,17003
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,806,806,830,1184,907,4096,3333
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,150,150,180,191,154,976,597
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,15,15,39,22,16,68,57
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,404,404,168,712,423,2711,1284
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1369,1369,1831,2138,2211,5567,6263
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,297,297,402,361,390,1672,1311
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,17,17,29,25,18,115,64
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,265,265,190,436,152,740,569
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,497,497,880,911,570,2719,2032
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,23,23,66,41,24,240,71
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,65,65,100,132,100,616,399
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,796,796,1036,740,884,2894,2533
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,642,642,968,1261,1104,3354,3974
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,155,155,372,293,257,1498,909
REGION CENTRO ORIENTE,Sub. Selva Alta,H8 PLANTA PUCUSANA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5461,5461,314,2451,6486,5105,29293
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,138,138,187,208,143,584,501
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,444,444,894,437,463,2311,1932
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2455,2455,2240,3135,2193,8425,7718
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,545,545,632,564,483,2605,2065
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,26,26,39,51,61,256,189
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,129,129,518,1233,607,2807,1650
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,604,604,924,1032,756,2929,2684
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,182,182,185,176,190,776,665
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,252,252,190,176,212,698,606
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1741,1741,1940,2301,1674,6883,6443
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1515,1515,1706,1566,1296,4752,4910
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1237,1237,1082,1110,1027,4486,3993
REGION CENTRO ORIENTE,Sub. Oriente,73 SELVA ORIENTE IQUITOS,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,220,267,384,1134,1060
REGION CENTRO ORIENTE,Sub. Oriente,73 SELVA ORIENTE IQUITOS,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1764,2769,3002,11404,9336
REGION CENTRO ORIENTE,Sub. Oriente,73 SELVA ORIENTE IQUITOS,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,5006,5337,5633,22249,21093
REGION CENTRO ORIENTE,Sub. Oriente,73 SELVA ORIENTE IQUITOS,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2516,2890,3249,12537,12660
REGION CENTRO ORIENTE,Sub. Oriente,21 PLANTA IQUITOS May. Directo,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,249,227,317,1358,1042
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,314,336,0,1283,369
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2303,1746,0,6786,1057
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2917,3723,5,9760,3982
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,678,686,0,3248,1033
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,497,495,0,1808,590
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,3398,2520,0,8508,3421
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,5191,4467,27,15561,6427
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1450,1401,2,6544,2516
REGION CENTRO ORIENTE,Sub. Nor Oriente,54 PLANTA TRUJILLO May. Direct,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3313,3313,2406,4394,0,17994,3662
REGION CENTRO ORIENTE,Sub. Centro,A8 O.L. HUANCAYO May. Directo,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1639,592,0,592,0
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,569,569,742,1152,477,3078,1855
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8447,8447,5511,9937,17834,30332,48533
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4681,4681,8911,8908,5993,26418,21734
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,927,927,905,1413,1488,5023,5362
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,325,331,209,217,243,663,784
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,943,943,1041,179,3184,4847,6879
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2330,2324,2409,3433,2141,9619,7827
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,89,89,146,130,102,571,368
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,185,30,0,208,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,596,2331,0,5452,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1894,1098,0,1571,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,100,57,0,1365,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,10,6,0,49,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,231,190,0,667,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,19,5,0,155,0
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,547,547,648,651,425,2501,940
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9372,9372,10875,17649,10973,66486,45315
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4912,4910,5736,7623,4834,19967,8289
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1020,1021,1296,1008,923,6083,1698
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,0,0
REGION SUR,Sub. Tacna,87 CAMPOLI TACNA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,3958,4252,4881,4538,4746,21175,18569
REGION SUR,Sub. Tacna,87 CAMPOLI TACNA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,8571,8571,8040,8559,10713,46083,48829
